Gene	Description	Symbol	EC
MYCTH_2132441	MADS(MCM1)	MCM1	
MYCTH_2132459	Belongs to the DEAD box helicase family	DBP1	3.6.4.13
MYCTH_2132486	Methyltransferase TYW3	TYW3	2.1.1.282
MYCTH_2132560	TFIIB zinc-binding(SUA7)	SUA7	
MYCTH_2132573			
MYCTH_2132657	Isocitrate dehydrogenase NAD subunit, mitochondrial(IDH2)	IDH2	1.1.1.41
MYCTH_2132689	NOT2 / NOT3 / NOT5 family	YNR029C	
MYCTH_2132763	Involved in the biogenesis of the 60S ribosomal subunit(NOG1)	NOG1	
MYCTH_2132770			
MYCTH_2132825	Protein of unknown function (DUF1681)		
MYCTH_2132970	Poly ADP-ribose polymerase		2.4.2.30
MYCTH_2133010	Belongs to the protein kinase superfamily(STE7)	STE7	2.7.12.2
MYCTH_2133056	Belongs to the ketol-acid reductoisomerase family(ILV5)	ILV5	1.1.1.86
MYCTH_2133058	Pyridoxal-phosphate dependent enzyme	SRY1	4.3.1.19
MYCTH_2133103			
MYCTH_2133149	Putative SAM-dependent methyltransferase	YLR063W	2.1.1.312
MYCTH_2133332	Zinc finger domain(NRP1)	NRP1	
MYCTH_2133403			
MYCTH_2133483	Hsp90 protein(HSP82)	HSC82	
MYCTH_2133532	Nuclear protein Es2		
MYCTH_2133586	Belongs to the class-I aminoacyl-tRNA synthetase family(WRS1)	WRS1	6.1.1.2
MYCTH_2133773			
MYCTH_2133830	Protein of unknown function (DUF4246)		
MYCTH_2133968	proteasome subunit(PRE6)	PRE6	3.4.25.1
MYCTH_2133976			
MYCTH_2134022	Pheromone A receptor(STE3)	STE3	
MYCTH_2134135	MAPEG family		
MYCTH_2134157	Belongs to the class-I aminoacyl-tRNA synthetase family(MSE1)	MSE1	6.1.1.17
MYCTH_2134282			
MYCTH_2134354	Major Facilitator Superfamily	YIL166C	
MYCTH_2134407			
MYCTH_2134429	Belongs to the CDS family(CDS1)	CDS1	2.7.7.41
MYCTH_2134461	Las17-binding protein actin regulator	YSC84	
MYCTH_2134470	Frag1/DRAM/Sfk1 family(CWH43)	CWH43	
MYCTH_2134674			
MYCTH_2134725			
MYCTH_2134741			
MYCTH_2134806	Phosphoribosyl transferase domain(HPT1)	XPT1	2.4.2.8
MYCTH_2134854	zinc finger	MSN2	
MYCTH_2134860	Plus-3 domain(RTF1)	RTF1	
MYCTH_2134935	Glycosyl hydrolases family 16		
MYCTH_2135030			
MYCTH_2135036	spectrin binding		
MYCTH_2135067	PB1 domain	MRP4	
MYCTH_2135152	60S ribosome biogenesis protein Rrp14	RRP14	
MYCTH_2135162			
MYCTH_2135222	Integral membrane protein S linking to the trans Golgi network	SYS1	
MYCTH_2135245	D-isomer specific 2-hydroxyacid dehydrogenase, NAD binding domain		
MYCTH_2135256	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)(MRI1)	MRI1	5.3.1.23
MYCTH_2135257	Trafficking protein particle complex subunit 10, TRAPPC10(TRS130)		
MYCTH_2135313	Belongs to the mitochondrial carrier (TC 2.A.29) family(MRS4)	MRS3	
MYCTH_2135338	Zinc-finger double-stranded RNA-binding	BUD20	
MYCTH_2135345	Transglutaminase-like superfamily		
MYCTH_2135399	Major Facilitator Superfamily	MCH5	
MYCTH_2135445			
MYCTH_2135496	Maintenance of mitochondrial structure and function		
MYCTH_2135569			
MYCTH_2135602	transposition, RNA-mediated		
MYCTH_2135627	KilA-N		
MYCTH_2135707			
MYCTH_2135745	XYPPX repeat (two copies)		
MYCTH_2135772	Belongs to the CRISP family	PRY2	
MYCTH_2135780	LysM domain-containing protein		
MYCTH_2135800	Basic region leucine zipper		
MYCTH_2135843	Dienelactone hydrolase family(YDL086W)	YDL086W	3.1.1.45
MYCTH_2135849			
MYCTH_2136046			
MYCTH_2136117	Leucine carboxyl methyltransferase(PPM2)	PPM2	2.1.1.290,2.3.1.231
MYCTH_2136202			
MYCTH_2136257	Fungal specific transcription factor domain		
MYCTH_2136301	Protein tyrosine kinase	DUN1	
MYCTH_2136371	R3H domain(FAP1)	FAP1	
MYCTH_2136549			
MYCTH_2136659	Proteasome beta subunits C terminal(PUP1)	PUP1	3.4.25.1
MYCTH_2136712	Serine/Threonine protein kinases, catalytic domain(srk1)	RCK2	
MYCTH_2136757	helix loop helix domain		
MYCTH_2136821	Belongs to the mitochondrial carrier (TC 2.A.29) family(MTM1)	MTM1	
MYCTH_2136823			
MYCTH_2136876	Hit finger domain-containing protein		
MYCTH_2136940	belongs to the flavoprotein pyridine nucleotide cytochrome reductase family(MCR1)	MCR1	1.6.2.2
MYCTH_2136960	helix loop helix domain		
MYCTH_2137000	FMN-dependent dehydrogenase	CYB2	1.13.12.4
MYCTH_2137079	ATP10 protein(ATP10)	ATP10	
MYCTH_2137175	Binds specifically to the 3'-terminal U-tract of U6 snRNA(LSM2)	LSM2	
MYCTH_2137239	Peptidase C65 Otubain		3.4.19.12
MYCTH_2137349	PHD zinc finger(CTI6)	CTI6	
MYCTH_2137429	Fungal specific transcription factor domain		
MYCTH_2137468	IMP-specific 5'-nucleotidase involved in IMP (inositol monophosphate) degradation(ISN1)	ISN1	3.1.3.99
MYCTH_2137771	K homology RNA-binding domain(PNO1)	PNO1	
MYCTH_2137812	Domain of unknown function UPF0086	POP4	3.1.26.5
MYCTH_2137832			
MYCTH_2137894	integral membrane protein		
MYCTH_2138041	cAMP-dependent protein kinase regulatory subunit(PKAR)	BCY1	
MYCTH_2138347	Fringe-like		
MYCTH_2138386	Dcp1-like decapping family		
MYCTH_2138495	Proteasome assembly chaperone 3		
MYCTH_2138498	Taurine catabolism dioxygenase TauD, TfdA family	AIM17	1.14.11.8,3.1.3.1
MYCTH_2138515	Phosphatidate cytidylyltransferase(SEC59)	SEC59	1.3.1.88,2.7.1.108
MYCTH_2138690	ATP-grasp domain		
MYCTH_2138765	protein kinase activity		2.7.11.1
MYCTH_2138805	zinc finger		
MYCTH_2138808	Rapamycin-insensitive companion of mTOR, domain 5	TSC11	
MYCTH_2138853	Serine hydrolase involved in the detoxification of formaldehyde	YJL068C	3.1.2.12
MYCTH_2138861	PINIT domain(pli1)	SIZ1	
MYCTH_2138875	NRDE-2, necessary for RNA interference		
MYCTH_2138881	Alcohol dehydrogenase GroES-like domain	XYL2	
MYCTH_2138933	RNA polymerase Rpb6(RPO26)	RPO26	
MYCTH_2138951	zinc finger		
MYCTH_2138963	UAA transporter family(HUT1)	HUT1	
MYCTH_2138981	phospholipase C	PLC1	
MYCTH_2139043	Life-span regulatory factor		
MYCTH_2139057	NAD dependent epimerase/dehydratase family	YLR290C	
MYCTH_2139072	Fungal specific transcription factor domain		
MYCTH_2139199	Vps51/Vps67		
MYCTH_2139227	Sybindin-like family(bet5)	BET5	
MYCTH_2139278	regulation of centriole replication	PKH1	2.7.11.1,2.7.11.21
MYCTH_2139328	integral membrane protein		
MYCTH_2139409	Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation(INT6)		
MYCTH_2139484	Dimerisation and cyclophilin-binding domain of Mon2(MON2)	MON2	
MYCTH_2139555	Formamidopyrimidine-DNA glycosylase H2TH domain		3.2.2.23,4.2.99.18
MYCTH_2139585	Belongs to the glycosyl hydrolase 47 family(mns1B)	MNS1	3.2.1.113
MYCTH_2139749	Ubiquitin fusion degradation protein		
MYCTH_2139768	Rtf2 RING-finger(rtf2)		
MYCTH_2139914	Unstructured region on cNMP-binding protein	BCY1	
MYCTH_2139925			
MYCTH_2139973	Cytochrome P450	DIT2	
MYCTH_2139989	DUF1744(POL2)	POL2	2.7.7.7
MYCTH_2140156			
MYCTH_2140301	Belongs to the class I-like SAM-binding methyltransferase superfamily. rRNA adenine N(6)-methyltransferase family		
MYCTH_2140323	SnoaL-like domain		
MYCTH_2140326	Protein-L-isoaspartate(D-aspartate) O-methyltransferase (PCMT)		2.1.1.77
MYCTH_2140421	Las17-binding protein actin regulator	YSC84	
MYCTH_2140435	Belongs to the hexokinase family	HXK2	
MYCTH_2140504			
MYCTH_2140529	Belongs to the peroxisomal membrane protein PXMP2 4 family	YOR292C	
MYCTH_2140530	Dihydroorotate dehydrogenase(URA9)	SYM1	1.3.5.2,1.3.98.1
MYCTH_2140533	FAD binding domain		
MYCTH_2140577	Protein tyrosine kinase(CSK1)	CAK1	2.7.11.22
MYCTH_2140615			
MYCTH_2140707	Belongs to the peptidase C2 family		
MYCTH_2140820	Belongs to the aldehyde dehydrogenase family(ALD5)	ALD5	1.2.1.3,1.2.1.5
MYCTH_2140896	Rab subfamily of small GTPases(YPT31)	YPT31	
MYCTH_2140924	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)	HSH49	5.2.1.8
MYCTH_2141012	Aldo/keto reductase family	YDL124W	1.1.1.358
MYCTH_2141041	Histidine acid		
MYCTH_2141069	K homology RNA-binding domain		
MYCTH_2141082	AMP-binding enzyme(FAA2)	FAA2	6.2.1.3
MYCTH_2141088	Nup93/Nic96(NIC96)	YDR109C	
MYCTH_2141262	FAD linked oxidases, C-terminal domain(DLD1)	DLD1	1.1.2.4
MYCTH_2141282	Centrosome microtubule-binding domain of Cep57		
MYCTH_2141297	Belongs to the OSBP family(OSH6)	OSH7	
MYCTH_2141429	AICARFT/IMPCHase bienzyme(ADE17)	ADE17	2.1.2.3,3.5.4.10
MYCTH_2141471			
MYCTH_2141486	GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export. Involved in chromatin condensation and control of cell cycle(GSP1)	GSP2	
MYCTH_2141489	RNA polymerase I specific transcription initiation factor RRN3(RRN3)	RRN3	
MYCTH_2141513			
MYCTH_2141524	BAR domain of APPL family(AGE1)	AGE1	
MYCTH_2141608	Threonine/Serine exporter, ThrE	PRM10	
MYCTH_2141635	UAS(ubx2)	UBX5	1.1.1.8
MYCTH_2141686	Cys/Met metabolism PLP-dependent enzyme	STR2	2.5.1.48
MYCTH_2141696	Protein of unknown function (DUF3602)		
MYCTH_2141906	PAP2 superfamily	DPP1	
MYCTH_2141997	Nbl1 / Borealin N terminal		
MYCTH_2142074	RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)(SLT11)	ECM2	
MYCTH_2142129	Contains conserved domain Med17 pfam10156 , Subunit 17 of Mediator complex(SRB4)	SRB4	
MYCTH_2142157			
MYCTH_2142160	Catalytic subunit of the molybdopterin synthase complex, a complex that catalyzes the conversion of precursor Z into molybdopterin. Acts by mediating the incorporation of 2 sulfur atoms from thiocarboxylated MOCS2A into precursor Z to generate a dithiolene group(cnxH)		2.8.1.12
MYCTH_2142209	Belongs to the ubiquitin-conjugating enzyme family	UBC13	2.3.2.23
MYCTH_2142220	CHCH domain protein	MIC17	
MYCTH_2142250	Cenp-O kinetochore centromere component		
MYCTH_2142488	Binds to actin and affects the structure of the cytoskeleton. At high concentrations, profilin prevents the polymerization of actin, whereas it enhances it at low concentrations(PFY1)	PFY1	
MYCTH_2142599	Glycolipid transfer protein (GLTP)		
MYCTH_2142698	Nucleotide-diphospho-sugar transferase		
MYCTH_2142789	Glutathione S-transferase N-terminal domain		
MYCTH_2142826	Ribosomal protein S4/S9 N-terminal domain(imp3)	IMP3	
MYCTH_2142854	Glycerophosphoryl diester phosphodiesterase family	PGC1	3.1.4.46
MYCTH_2142867	STAG domain(IRR1)	IRR1	
MYCTH_2142918	Belongs to the DHHC palmitoyltransferase family(PFA3)	PFA3	2.3.1.225
MYCTH_2142956	Protein trafficking PGA2	PGA2	
MYCTH_2142974	Glyoxalase/Bleomycin resistance protein/Dioxygenase superfamily		
MYCTH_2143160			
MYCTH_2143210			
MYCTH_2143238	cytochrome c mitochondrial import factor(CYC2)	CYC2	
MYCTH_2143293	RAI1 like PD-(D/E)XK nuclease(RAI1)	RAI1	
MYCTH_2143314	Belongs to the class I-like SAM-binding methyltransferase superfamily. gTMT family		2.1.1.95
MYCTH_2143420	NAD dependent epimerase/dehydratase family	YGL039W	
MYCTH_2143478	Alpha/beta hydrolase family		
MYCTH_2143673			
MYCTH_2143695	Bifunctional enzyme that catalyzes the enolization of 2,3-diketo-5-methylthiopentyl-1-phosphate (DK-MTP-1-P) into the intermediate 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P), which is then dephosphorylated to form the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK- MTPene)(UTR4)	UTR4	3.1.3.77
MYCTH_2143764			
MYCTH_2144007	Dienelactone hydrolase family	AIM2	
MYCTH_2144232			
MYCTH_2144279	Protein tyrosine kinase	SKM1	2.7.11.1
MYCTH_2144292	Transmembrane alpha-helix domain-containing protein		
MYCTH_2144295	Oxidoreductase family, NAD-binding Rossmann fold		
MYCTH_2144297	helix loop helix domain	HMS1	
MYCTH_2144392	Protein of unknown function (DUF1295)		
MYCTH_2144570	WW domain		
MYCTH_2144606	CDC24 Calponin(CDC24)	CDC24	
MYCTH_2144658			
MYCTH_2144720			
MYCTH_2144787			
MYCTH_2144795	RNA polymerase II transcription mediator complex subunit 9		
MYCTH_2144800	Proteasome regulatory subunit C-terminal(RPN3)	RPN3	
MYCTH_2144803	DASH complex subunit Spc34		
MYCTH_2144983			
MYCTH_2144990	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family(ENA2)	ENA2	3.6.3.7
MYCTH_2145046	Belongs to the uridine kinase family(URK1)	URK1	2.7.1.48
MYCTH_2145069	Ras subfamily of RAS small GTPases(ras1)	RAS1	
MYCTH_2145354	nuclear distribution protein		
MYCTH_2145409	Mitochondrial ATP synthase epsilon chain(QCR2)	QCR2	
MYCTH_2145425	Ceramide hydroxylase involved in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids. Hydroxylates the very long chain fatty acid of ceramides at C2 and C3(SCS7)	SCS7	1.14.18.6
MYCTH_2145431	DNA helicase participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes(RVB1)	RVB1	
MYCTH_2145454			
MYCTH_2145474	3-oxo-5-alpha-steroid 4-dehydrogenase(TSC13)	TSC13	1.3.1.93
MYCTH_2145572	Cysteine protease domain-containing protein		
MYCTH_2145592	Belongs to the eukaryotic ribosomal protein eS8 family(RPS8A)	RPS8B	
MYCTH_2145735	Regulator of chromosome condensation (RCC1) repeat		
MYCTH_2145809	Ion channel regulatory protein UNC-93		
MYCTH_2293935			
MYCTH_2293936			
MYCTH_2293939	Purple acid Phosphatase, N-terminal domain		3.1.3.2
MYCTH_2293942	Integral membrane protein TmpA		
MYCTH_2293944	EXOIII	REX3	
MYCTH_2293947	Enoyl-(Acyl carrier protein) reductase	IRC24	
MYCTH_2293949	Rab subfamily of small GTPases	YPT32	
MYCTH_2293953	Zinc-binding dehydrogenase(XYL2)	SOR1	1.1.1.14,1.1.1.9
MYCTH_2293954	Catalyzes conversion of folates to polyglutamate derivatives allowing concentration of folate compounds in the cell and the intracellular retention of these cofactors, which are important substrates for most of the folate-dependent enzymes that are involved in one-carbon transfer reactions involved in purine, pyrimidine and amino acid synthesis(MET7)	MET7	6.3.2.17
MYCTH_2293957	Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane	FCJ1	
MYCTH_2293959	Rab subfamily of small GTPases(YPT52)	VPS21	
MYCTH_2293961	SacI homology domain(SAC1)	SAC1	
MYCTH_2293962			
MYCTH_2293963	Uncharacterised protein family (UPF0183)		
MYCTH_2293965	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family(KIP1)	KIP1	
MYCTH_2293966	Haloacid dehalogenase-like hydrolase		
MYCTH_2293968	RNA polymerase I specific transcription initiation factor		
MYCTH_2293969	Component of the NOP7 complex, which is required for maturation of the 25S and 5.8S ribosomal RNAs and formation of the 60S ribosome(NOP7)	NOP7	
MYCTH_2293970	GPI transamidase subunit PIG-U	GAB1	
MYCTH_2293973			
MYCTH_2293977	Tom37 C-terminal domain		
MYCTH_2293982	Belongs to the class-I aminoacyl-tRNA synthetase family(ISM1)	ISM1	6.1.1.5
MYCTH_2293986	spry domain-containing protein		
MYCTH_2293995		YGR266W	
MYCTH_2293998	Proprotein convertase P-domain(KEX2)	KEX2	3.4.21.61
MYCTH_2293999	Vps5 C terminal like(SNX4)	SNX4	
MYCTH_2294001	LETM1-like protein(YLH47)	YLH47	
MYCTH_2294003	Involved in maintaining the homeostasis of cellular nucleotides by catalyzing the interconversion of nucleoside phosphates. Has GTP AMP phosphotransferase and ITP AMP phosphotransferase activities(ADK2)	ADK2	2.7.4.10,2.7.4.3
MYCTH_2294005			
MYCTH_2294006	Glycosyl hydrolase family 76		
MYCTH_2294008	Pfam:RRM_6	NSR1	
MYCTH_2294022	PAS fold		
MYCTH_2294026			
MYCTH_2294033	Glycosyltransferase family 2 protein		
MYCTH_2294035			
MYCTH_2294036			
MYCTH_2294037	acetyltransferase, which acetylates the inositol ring of phosphatidylinositol during biosynthesis of GPI- anchor(GWT1)	GWT1	
MYCTH_2294039	Serine/Threonine protein kinases, catalytic domain	KIN4	
MYCTH_2294048	C-terminal to LisH motif.	RMD5	
MYCTH_2294051	sin3 complex subunit	STB2	
MYCTH_2294054	tRNA synthetases class II (D, K and N)(MSK1)	KRS1	6.1.1.6
MYCTH_2294062	Pleckstrin homology domain		
MYCTH_2294065	Motif C-terminal to PAS motifs (likely to contribute to PAS structural domain)	SLN1	
MYCTH_2294067			
MYCTH_2294074	Glycoside hydrolase family 79 protein		
MYCTH_2294077	Belongs to the aldehyde dehydrogenase family(UGA2)	UGA2	1.2.1.16,1.2.1.20,1.2.1.79
MYCTH_2294085			
MYCTH_2294086	WD repeat-containing protein		
MYCTH_2294088			
MYCTH_2294089	Repair protein Rad1/Rec1/Rad17(rad1)	RAD17	3.1.11.2
MYCTH_2294092	Oligosaccharyltransferase subunit 5		
MYCTH_2294099	Beta-eliminating lyase	GLY1	4.1.2.48
MYCTH_2294100	Fungal specific transcription factor domain		
MYCTH_2294101			
MYCTH_2294104	Oligosaccharyltransferase subunit Ribophorin II	SWP1	
MYCTH_2294109	Amidase	DUR1,2	3.5.1.4
MYCTH_2294110	Belongs to the CDP-alcohol phosphatidyltransferase class-I family	CPT1	2.7.8.1
MYCTH_2294115	PhoX homologous domain, present in p47phox and p40phox.		
MYCTH_2294116	Belongs to the peptidase M28 family	YFR018C	2.3.2.5
MYCTH_2294124			
MYCTH_2294137	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides(RRD2)	RRD2	
MYCTH_2294138	3' exoribonuclease family, domain 1(RRP46)	RRP46	
MYCTH_2294143	ATP-NAD kinase(UTR1)	UTR1	2.7.1.23
MYCTH_2294145	Homeodomain	YOX1	
MYCTH_2294147	ELMO/CED-12 family		
MYCTH_2294148	Protein kinase C conserved region 2 (CalB)(TCB2)	TCB3	
MYCTH_2294164	CRT10		
MYCTH_2294165			
MYCTH_2294168	7 transmembrane receptor (Secretin family)		
MYCTH_2294173	Taurine catabolism dioxygenase TauD, TfdA family		
MYCTH_2294181			
MYCTH_2294188			
MYCTH_2294189	Endonuclease/Exonuclease/phosphatase family(ISC1)	ISC1	3.1.4.12
MYCTH_2294191	WD domain, G-beta repeat(SWD3)	SWD3	
MYCTH_2294192	Transcription factor Pcc1		
MYCTH_2294193	Dual specificity protein phosphatase, N-terminal half(CDC14)	CDC14	3.1.3.16,3.1.3.48
MYCTH_2294197	STAS domain	SUL1	
MYCTH_2294200	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.(cdc16)	BUB2	
MYCTH_2294202	Haemolysin-III related(IZH3)	IZH3	
MYCTH_2294206	Glycosyl transferase family group 2		
MYCTH_2294210	FKBP-type peptidyl-prolyl cis-trans isomerase(FPR3)	FPR4	5.2.1.8
MYCTH_2294213	Putative zinc finger in N-recognin (UBR box)(UBR1)	UBR1	2.3.2.27
MYCTH_2294215	Ubiquinol-cytochrome C reductase, UQCRX/QCR9 like(QCR9)	QCR9	
MYCTH_2294216	Mago binding	YGR054W	
MYCTH_2294218	Ribosomal protein S11	MRPS18	
MYCTH_2294220	Essential component of the PAM complex, a complex required for the translocation of transit peptide-containing proteins from the inner membrane into the mitochondrial matrix in an ATP-dependent manner(TIM44)	TIM44	
MYCTH_2294223	ABC transporter transmembrane region	ATM1	
MYCTH_2294224	ABC transporter transmembrane region		
MYCTH_2294226	Serine aminopeptidase, S33(bem46)	YNL320W	
MYCTH_2294230	LYAR-type C2HC zinc finger		
MYCTH_2294231	Pex2 / Pex12 amino terminal region(PEX10)	PEX10	
MYCTH_2294232	EXS family(ERD1)	SYG1	
MYCTH_2294233			
MYCTH_2294236	NUDIX domain(PCD1)	PCD1	
MYCTH_2294238	Ctr copper transporter family(CTR2)	CTR2	
MYCTH_2294240	Catalyzes the oxidative ring opening of 3- hydroxyanthranilate to 2-amino-3-carboxymuconate semialdehyde, which spontaneously cyclizes to quinolinate(BNA1)	BNA1	1.13.11.6
MYCTH_2294243	Fumarylacetoacetate (FAA) hydrolase family	FMP41	3.7.1.5
MYCTH_2294247	PWI domain		
MYCTH_2294249	Histone acetyltransferase subunit NuA4(EAF6)		
MYCTH_2294250	Prolyl oligopeptidase family		
MYCTH_2294252	N terminus of Rad21 / Rec8 like protein(MCD1)	MCD1	
MYCTH_2294253	Belongs to the cation transport ATPase (P-type) (TC 3.A.3) family(PMR1)	PMR1	3.6.3.8
MYCTH_2294261	Acts as a sulfur carrier required for molybdopterin biosynthesis. Component of the molybdopterin synthase complex that catalyzes the conversion of precursor Z into molybdopterin by mediating the incorporation of 2 sulfur atoms into precursor Z to generate a dithiolene group. In the complex, serves as sulfur donor by being thiocarboxylated (-COSH) at its C-terminus by UBA4. After interaction with MOCS2B, the sulfur is then transferred to precursor Z to form molybdopterin(cnxG)		
MYCTH_2294264	Dynamitin		
MYCTH_2294267	Adenylyl- / guanylyl cyclase, catalytic domain	CYR1	4.6.1.1
MYCTH_2294268	ABC transporter transmembrane region 2(PXA1)	PXA1	
MYCTH_2294274	catalytic domain of ctd-like phosphatases	PSR1	3.1.3.16
MYCTH_2294281	Yos1-like	YOS1	
MYCTH_2294289	Alpha beta superfamily	YNL320W	
MYCTH_2294293	PCI/PINT associated module(CSN12)	YJR084W	
MYCTH_2294298	Acetyltransferase (GNAT) domain		
MYCTH_2294300			
MYCTH_2294303			
MYCTH_2294307			
MYCTH_2294309	MaoC like domain	FOX2	
MYCTH_2294310	CAP_GLY	PAC2	
MYCTH_2294314	Phosphatidylinositol-specific phospholipase C, X domain		4.6.1.13
MYCTH_2294321	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain(TUB1)	TUB1	
MYCTH_2294324	RNA recognition motif(NOP12)	NOP12	
MYCTH_2294326	Sds3-like(DEP1)	DEP1	
MYCTH_2294330	Coiled-coil domain-containing protein 56		
MYCTH_2294333	Domain of unknown function (DUF3453)	PTA1	
MYCTH_2294336	RNA-binding protein that binds specific mRNAs including the ASH1 mRNA, coding for a repressor of the HO endonuclease. Part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud and in the daughter cell(SHE3)		
MYCTH_2294340	Sugar (and other) transporter	PHO84	
MYCTH_2294343	Importin-beta N-terminal domain(KAP120)	KAP120	
MYCTH_2294344	MFS_1 like family		
MYCTH_2294347	Belongs to the glycosyl hydrolase 47 family	MNL1	3.2.1.24
MYCTH_2294348			
MYCTH_2294350			
MYCTH_2294353	C6 zinc finger	LEU3	
MYCTH_2294358	Enoyl-(Acyl carrier protein) reductase	SPS19	
MYCTH_2294361	Belongs to the globin family	YHB1	1.14.12.17
MYCTH_2294362			
