Gene	Description	Symbol	EC
ANI_1_1350064	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_1350084	transporter		
ANI_1_1350094	Proteasome regulatory particle subunit (RpnC)(RPN3)		
ANI_1_1350104	Retinal pigment epithelial membrane protein		
ANI_1_1350124	alcohol dehydrogenase		1.1.1.14
ANI_1_1350134	Forkhead associated domain(RAD53)		2.7.11.1
ANI_1_1350144	DUF821 domain protein		
ANI_1_1350164	Alpha beta		
ANI_1_1350184	Microtubule-associated protein CRIPT		
ANI_1_1352024			
ANI_1_1352034	ribosomal protein S16(MRPS16)		
ANI_1_1352064	Fungal trichothecene efflux pump (TRI12)		
ANI_1_1352074	60S ribosomal protein(RPL31B)		
ANI_1_1352084			
ANI_1_1352094	DASH complex subunit Spc34		
ANI_1_1352104	Ankyrin repeat		
ANI_1_1352124	Fungal specific transcription factor domain		
ANI_1_1352144	FAD binding domain		1.14.13.1
ANI_1_1352164	Putative lipopolysaccharide-modifying enzyme.		
ANI_1_1352184	Protein of unknown function (DUF1349)		
ANI_1_1354024	Stomatin family		
ANI_1_1354034	response regulator(MgSsk1)		
ANI_1_1354064	Cytochrome P450		
ANI_1_1354084	Alpha beta hydrolase		
ANI_1_1354094	Transcription initiation factor TFIID subunit 12(TAF12)		
ANI_1_1354104			
ANI_1_1354124	permease		
ANI_1_1354134			
ANI_1_1354144	TatD related DNase		
ANI_1_1354164			
ANI_1_1354184	Alpha-L-rhamnosidase N-terminal domain		3.2.1.40
ANI_1_1356024	F-box domain protein		
ANI_1_1356034	PQ loop repeat protein		
ANI_1_1356064	Amidohydrolase		
ANI_1_1356084	Sugar (and other) transporter		
ANI_1_1356094	Multicopy suppressor of stt4 mutation(MSS4)		2.7.1.68
ANI_1_1356104	phosphatidylserine decarboxylase		4.1.1.65
ANI_1_1356124	Amidohydrolase family		
ANI_1_1356134	Alpha-1,6-mannosyltransferase subunit(MNN10)		
ANI_1_1356144	Glycosyl hydrolase family 65, N-terminal domain		
ANI_1_1356164	Histidine phosphatase superfamily (branch 2)		
ANI_1_1358014	Xylan 1,4-beta-xylosidase involved in the hydrolysis of xylan, a major structural heterogeneous polysaccharide found in plant biomass representing the second most abundant polysaccharide in the biosphere, after cellulose(xlnD)		3.2.1.37
ANI_1_1358034	Ubiquitin interaction		
ANI_1_1358064	Amidase		
ANI_1_1358084	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_1358094	Domain in histone families 1 and 5		
ANI_1_1358104	Aminotransferase class I and II family protein		2.3.1.47
ANI_1_1358124	Belongs to the ABC transporter superfamily. ABCG family. PDR (TC 3.A.1.205) subfamily		
ANI_1_1358134	PH-signalling protein PalC		
ANI_1_1358144	nitrilase		
ANI_1_1358164	Belongs to the inositol phosphokinase (IPK) family		2.7.1.140,2.7.1.151,2.7.1.78
ANI_1_1358184	Nuclear export protein Noc3		
ANI_1_1360034	C2H2 type zinc finger domain protein		
ANI_1_1360084	Belongs to the class-III pyridoxal-phosphate-dependent aminotransferase family		
ANI_1_1360094	Structure-specific nuclease with 5'-flap endonuclease and 5'-3' exonuclease activities involved in DNA replication and repair. During DNA replication, cleaves the 5'-overhanging flap structure that is generated by displacement synthesis when DNA polymerase encounters the 5'-end of a downstream Okazaki fragment. It enters the flap from the 5'-end and then tracks to cleave the flap base, leaving a nick for ligation. Also involved in the long patch base excision repair (LP-BER) pathway, by cleaving within the apurinic apyrimidinic (AP) site-terminated flap. Acts as a genome stabilization factor that prevents flaps from equilibrating into structurs that lead to duplications and deletions. Also possesses 5'-3' exonuclease activity on nicked or gapped double- stranded DNA, and exhibits RNase H activity. Also involved in replication and repair of rDNA and in repairing mitochondrial DNA(FEN1)		
ANI_1_1360104	Transferase family		
ANI_1_1360124	Sulfate transporter		
ANI_1_1360134	Transcription initiation factor TFIID subunit 7		
ANI_1_1360144	Male sterility protein		
ANI_1_1360164	Argonaute siRNA chaperone (ARC) complex subunit Arb1		
ANI_1_1360184	Required for proper 27S pre-rRNA processing and 60S ribosome subunit assembly(NIP7)		
ANI_1_136074	Component of the MICOS complex, a large protein complex of the mitochondrial inner membrane that plays crucial roles in the maintenance of crista junctions, inner membrane architecture, and formation of contact sites to the outer membrane		
ANI_1_136114	Alcohol dehydrogenase GroES-like domain		1.1.1.1
ANI_1_136124	Endoribonuclease L-PSP		
ANI_1_136174	PKS_KR		2.3.1.165
ANI_1_136184	Belongs to the glutaredoxin family. Monothiol subfamily(GRX5)		
ANI_1_1362014	Aegerolysin		
ANI_1_1362024	Potassium ion channel Yvc1(YVC1)		
ANI_1_1362034	Major Facilitator Superfamily		
ANI_1_1362064	Acetyltransferase (GNAT) domain		
ANI_1_1362084	2OG-Fe(II) oxygenase superfamily		
ANI_1_1362094	Fungal specific transcription factor		
ANI_1_1362104	sugar transporter		
ANI_1_1362124	Protein of unknown function (DUF3752)		
ANI_1_1362134			
ANI_1_1362164			
ANI_1_1362184	Neddylation of cullins play an essential role in the regulation of SCF-type complexes activity(DCN1)		
ANI_1_1364034	FAD binding domain		1.14.13.1
ANI_1_1364064	Major Facilitator Superfamily		
ANI_1_1364084	Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family		1.1.1.26
ANI_1_1364094	Glutaryl-CoA dehydrogenase		1.3.8.6
ANI_1_1364104	Pectinolytic enzymes consist of four classes of enzymes pectine lyase, polygalacturonase, pectin methylesterase and rhamnogalacturonase. Hydrolyzes alpha-D-galacturonopyranosyl- (1,2)-alpha-L-rhamnopyranosyl linkages in the backbone of the hairy regions of pectins(rhgA)		3.2.1.171
ANI_1_1364124	Protein of unknown function (DUF2434)		
ANI_1_1364134	Enoyl-CoA hydratase/isomerase		
ANI_1_1364164	Polysaccharide deacetylase		
ANI_1_1364184	Belongs to the peroxisomal membrane protein PXMP2 4 family		
ANI_1_1366034	Transcription factor		
ANI_1_1366064			
ANI_1_1366074	Required for cytoplasm to vacuole transport (Cvt) vesicles and autophagosomes completion and(ATG2)		
ANI_1_1366084	Alcohol dehydrogenase GroES-like domain		1.1.1.14
ANI_1_1366104	DUF218 domain protein		
ANI_1_1366124	Cytochrome P450		
ANI_1_1366134			
ANI_1_1366144	Major Facilitator Superfamily		
ANI_1_1366164	AP-3 adaptor complex subunit beta(APL6)		
ANI_1_1368014	Belongs to the sterol desaturase family(SUR2)		1.14.18.5
ANI_1_1368034	FHA domain protein		
ANI_1_1368064	methyltransferase		
ANI_1_1368094	Glyoxalase family		
ANI_1_1368104	Protein of unknown function (DUF3176)		
ANI_1_1368124	RNA-binding nucleolar protein required for pre-rRNA processing. Involved in production of 18S rRNA and assembly of small ribosomal subunit (By similarity)(NOP9)		
ANI_1_1368134	protein dimerization activity		
ANI_1_1368144	NAD(P)-binding Rossmann-like domain		
ANI_1_1368164	Major Facilitator Superfamily		
ANI_1_1370014	Belongs to the TCTP family		
ANI_1_1370024	integral membrane protein		
ANI_1_1370034	Amino-transferase class IV(ABZ2)		4.1.3.38
ANI_1_1370064	integral membrane protein		
ANI_1_1370084	Aldehyde dehydrogenase family		
ANI_1_1370094	RNA processing protein Emg1(NEP1)		2.1.1.260
ANI_1_1370104	Belongs to the type-B carboxylesterase lipase family		3.1.1.7
ANI_1_1370124	Belongs to the DEAD box helicase family(MSS116)		3.6.4.13
ANI_1_1370134			
ANI_1_1370144			
ANI_1_1370164	Bacterial alpha-L-rhamnosidase C-terminal domain		
ANI_1_1370184	Belongs to the AAA ATPase family(CDC48)		
ANI_1_1372034	MSF1 domain protein		4.1.3.38
ANI_1_1372064	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family		
ANI_1_1372074	Belongs to the ubiquitin-conjugating enzyme family		2.3.2.23
ANI_1_1372084	integral membrane protein		
ANI_1_1372094	Sister chromatid cohesion acetyltransferase Eco1		
ANI_1_1372104			
ANI_1_1372124	salicylate hydroxylase		
ANI_1_1372134	Belongs to the AAA ATPase family		
ANI_1_1372144	RTA1 domain protein		
ANI_1_1372164	Belongs to the glycosyl hydrolase 28 family(rgxC)		
ANI_1_1374014	SRP19 protein(SEC65)		
ANI_1_1374034			
ANI_1_1374064	Alpha-L-rhamnosidase N-terminal domain		
ANI_1_1374084	Belongs to the class-I aminoacyl-tRNA synthetase family(WRS1)		6.1.1.2
ANI_1_1374104			
ANI_1_1374134	Belongs to the glycosyl hydrolase 43 family		
ANI_1_1374144	Caleosin related protein		
ANI_1_1374184	Protein kinase regulator Ste50		
ANI_1_1376024	Glycolipid transfer protein		
ANI_1_1376034			
ANI_1_1376064	Belongs to the cytochrome P450 family		
ANI_1_1376074	F-box domain-containing protein		
ANI_1_1376084	Rad51 family DNA repair protein		
ANI_1_1376104	MFS transporter Fmp42		
ANI_1_1376124	DUF221 domain protein(PHM7)		
ANI_1_1376134	DUF821 domain protein		
ANI_1_1376144	Major Facilitator Superfamily		
ANI_1_1376164	Melanoma-associated antigen		
ANI_1_1378014	Cleavage and polyadenylation specifity factor, 73 kDa subunit(YSH1)		
ANI_1_1378024	LRP16 family		
ANI_1_1378034	Zinc-binding oxidoreductase		
ANI_1_1378064	Phosphotransferase enzyme family domain protein		
ANI_1_1378084	Mitochondrial export protein Som1		
ANI_1_1378094	Glycosyl transferase family		
ANI_1_1378104	C6 transcription factor(cnxG)		
ANI_1_1378124			
ANI_1_1378134	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family		
ANI_1_1378144	Major Facilitator Superfamily		
ANI_1_1378164	Major Facilitator Superfamily		
ANI_1_1378184	Sorting nexin mvp1(MVP1)		
ANI_1_1380014	Transcription initiation factor TFIID component TAF4 family		
ANI_1_1380034	ABC transporter transmembrane region		
ANI_1_1380064	toxin biosynthesis protein		
ANI_1_1380074	Recruits TFIIH to the initiation complex and stimulates the RNA polymerase II C-terminal domain kinase and DNA-dependent ATPase activities of TFIIH. Both TFIIH and TFIIE are required for promoter clearance by RNA polymerase		
ANI_1_1380084			
ANI_1_1380094			
ANI_1_1380104	Integral membrane protein		
ANI_1_1380124	SNF2 family N-terminal domain		
ANI_1_1380144	Fungal specific transcription factor domain		
ANI_1_138054			
ANI_1_138074	Disordered region of unknown function (DUF5315)		
ANI_1_138094	protein required for cell viability		
ANI_1_138114	Swim zinc finger		
ANI_1_138174	Cytochrome P450		
ANI_1_1382024	Belongs to the type-B carboxylesterase lipase family		
ANI_1_1382034	Terpene synthase family, metal binding domain		
ANI_1_1382064	Peroxisomal D3,D2-enoyl-CoA isomerase(ECI1)		5.3.3.8
ANI_1_1382074	Filament-forming protein (Tpr p270)(MLP1)		
ANI_1_1382084	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
ANI_1_1382094	Functions in the early steps of protein synthesis of a small number of specific mRNAs. Acts by directing the binding of methionyl-tRNAi to 40S ribosomal subunits. In contrast to the eIF- 2 complex, it binds methionyl-tRNAi to 40 S subunits in a codon- dependent manner, whereas the eIF-2 complex binds methionyl-tRNAi to 40 S subunits in a GTP-dependent manner. May act by impiging the expression of specific proteins		
ANI_1_1382104			
ANI_1_1382124	SNF2 family N-terminal domain		
ANI_1_1382134	Transcription factor		
ANI_1_1382144	DUF500 and SH3 domain protein		
ANI_1_1382184	Utp8 family		
ANI_1_1384014	Mitochondrial(fsf1)		
ANI_1_1384034	Uncharacterized protein conserved in bacteria (DUF2236)		
ANI_1_1384064	Major Facilitator Superfamily		
ANI_1_1384084	Component of the EKC KEOPS complex that is required for the formation of a threonylcarbamoyl group on adenosine at position 37 (t(6)A37) in tRNAs that read codons beginning with adenine. The complex is probably involved in the transfer of the threonylcarbamoyl moiety of threonylcarbamoyl-AMP (TC-AMP) to the N6 group of A37. Bud32 has ATPase activity in the context of the EKC KEOPS complex and likely plays a supporting role to the catalytic subunit kae1. The EKC KEOPS complex also promotes both telomere uncapping and telomere elongation. The complex is required for efficient recruitment of transcriptional coactivators (By similarity)(BUD32)		2.7.11.1
ANI_1_1384094			
ANI_1_1384104	Mitochondrial exoribonuclease Cyt-4(MSU1)		3.1.13.1
ANI_1_1384134			
ANI_1_1384144	Major Facilitator Superfamily		
ANI_1_1384164	Chromosome segregation atpase		
ANI_1_1384184	Zinc finger, C2H2 type		
ANI_1_1386014	PHD finger domain protein		
ANI_1_1386024	Glutamate-cysteine ligase(GSH1)		6.3.2.2
ANI_1_1386034	Phosphotransferase enzyme family		
ANI_1_1386064	Amino acid permease		
ANI_1_1386084	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates(RPO31)		2.7.7.6
ANI_1_1386104	cytochrome P450		
ANI_1_1386124			
ANI_1_1386134	Alpha beta superfamily		
ANI_1_1386144	MFS multidrug transporter		
ANI_1_1386164	DUF887 domain protein		
ANI_1_1386184	Transcription factor		
ANI_1_1388024	NADH-ubiquinone oxidoreductase B18 subunit		
ANI_1_1388034	ABC transporter transmembrane region		
ANI_1_1388064	Peptidase A4 family		
ANI_1_1388084	C-x8-C-x5-C-x3-H type zinc finger protein		
ANI_1_1388094	Transcription factor Rba50		
ANI_1_1388104	AMP-binding enzyme		
ANI_1_1388124	Mitochondrial ATP-dependent RNA helicase Suv3(SUV3)		3.6.4.13
ANI_1_1388134	Enoyl-(Acyl carrier protein) reductase		
ANI_1_1388144	OPT oligopeptide transporter protein		
ANI_1_1388164	Small nucleolar ribonucleoprotein complex subunit (SOF1)(sof1)		
ANI_1_1388184	GDSL-like Lipase/Acylhydrolase family		
ANI_1_1390014	Pseudouridine synthase TruD Pus7(PUS7)		5.4.99.27
ANI_1_1390024	APSES transcription factor(MBP1)		
ANI_1_1390064			
ANI_1_1390084	Mating-type alpha-pheromone receptor PreB(STE2)		
ANI_1_1390094	MAP kinase kinase(STE7)		2.7.12.2
ANI_1_1390104	Belongs to the BolA IbaG family(uvi31)		
ANI_1_1390124	G-patch domain protein		
ANI_1_1390134	Disintegrin and metalloproteinase domain-containing protein B(ADM-B)		
ANI_1_1390144	Encoded by		
ANI_1_1390164	Belongs to the short-chain dehydrogenases reductases (SDR) family		
ANI_1_1390184	Amino acid permease(PUT4)		
ANI_1_1392024	Fungal specific transcription factor domain		
ANI_1_1392034	mitochondrial transport		
ANI_1_1392064	Belongs to the glycosyl hydrolase 31 family		
ANI_1_1392084	Endosomal sorting complex protein TSG101(STP22)		
ANI_1_1392104	Monocarboxylate transporter		
ANI_1_1392124	Oxidoreductase, short chain dehydrogenase reductase family		
ANI_1_1392134	diacylglycerol(DGA1)		2.3.1.22
ANI_1_1392144			
ANI_1_1392164	Zinc metallopeptidase		
ANI_1_1394014			
ANI_1_1394024	amino acid		
ANI_1_1394034	GABA permease		
ANI_1_1394064	Sugar (and other) transporter		
ANI_1_1394084			
ANI_1_1394104	Carbon-nitrogen hydrolase		3.5.5.1
ANI_1_1394124	cytochrome P450		
ANI_1_1394134	Glutathione-dependent formaldehyde-activating enzyme		
ANI_1_1394144	ATP-grasp domain		
ANI_1_1394164	PHD finger domain protein		
ANI_1_1396014	Very-long-chain 3-oxoacyl-CoA synthase		
ANI_1_1396034	NAD kinase Utr1(UTR1)		2.7.1.23
ANI_1_1396064	Permease for cytosine/purines, uracil, thiamine, allantoin		
ANI_1_1396084			
ANI_1_1396094	IFRD domain protein		
ANI_1_1396104	tRNA synthetases class II (A)		
ANI_1_1396124	Transcription factor		
ANI_1_1396134	GMC oxidoreductase		
ANI_1_1396164	Riboflavin synthase, alpha(RIB5)		2.5.1.9
ANI_1_1398014	Cleaves beta-linked terminal galactosyl residues from gangliosides, glycoproteins, and glycosaminoglycans(lacB)		3.2.1.23
ANI_1_1398024			
ANI_1_1398034	Major Facilitator Superfamily		
ANI_1_1398064	Belongs to the GMC oxidoreductase family		
ANI_1_1398074	Belongs to the adaptor complexes small subunit family(APS3)		
ANI_1_1398084	Protein kinase domain		
ANI_1_1398094	Exosome complex exonuclease Rrp4(rrp4)		
ANI_1_1398124	Pfam:PNPOx_C(PDX3)		1.4.3.5
ANI_1_1398134			
ANI_1_1398144	Amidohydrolase family		
ANI_1_1398164	Ribosome biogenesis protein SSF2(SSF1)		
ANI_1_1398184	Amino acid transporter		
ANI_1_14	DNA-binding protein HGH1(HGH1)		
ANI_1_1400014	Major Facilitator Superfamily		
ANI_1_1400024	Very-long-chain 3-oxoacyl-CoA synthase(ELO2)		2.3.1.199
ANI_1_1400034	polyketide synthase		
ANI_1_1400064	Peptidase family M3		
ANI_1_1400074	Cytosolic large ribosomal subunit protein L7A(rpl8)		
ANI_1_1400084	Uncharacterized protein conserved in bacteria (DUF2236)		
ANI_1_1400094	IEC3 subunit of the Ino80 complex, chromatin re-modelling		
ANI_1_1400124	chloride channel(GEF1)		
ANI_1_1400144	alpha/beta hydrolase fold		
ANI_1_1400164	Catalyzes the conversion of GlcNAc-6-P into GlcNAc-1-P during the synthesis of uridine diphosphate UDP-GlcNAc, which is a biosynthetic precursor of chitin and also supplies the amino sugars for N-linked oligosaccharides of glycoproteins(PCM1)		5.4.2.3
ANI_1_140054	Calcium sensor(ncs1)		
ANI_1_140074	Belongs to the universal ribosomal protein uS12 family(rps23)		
ANI_1_140124	Protein of unknown function (DUF2611)		
ANI_1_140134	Belongs to the universal ribosomal protein uS9 family(MRPS9)		
ANI_1_14014	Ser Thr protein phosphatase family		
ANI_1_140174			
ANI_1_1402014	to Saccharomyces cerevisiae BNI4 (YNL233W)(BNI4)		
ANI_1_1402024	Cytochrome c oxidase subunit Va(COX6)		
ANI_1_1402034	Alcohol dehydrogenase GroES-like domain		1.1.1.14
ANI_1_1402064	NAD(P)H-binding		
ANI_1_1402074	Spindle pole body component		
ANI_1_1402084	Protein of unknown function (DUF3712)		
ANI_1_1402094	RNA binding protein Rnp24(NOP13)		
ANI_1_1402104	Uncharacterized alpha/beta hydrolase domain (DUF2235)		
ANI_1_1402124	Required for the maintenance of the structure of the mitochondrial inner membrane. Involved in mitochondrial morphology(SHE9)		
ANI_1_1402144	flavin oxidoreductase(OYE32)		1.3.1.42
ANI_1_1402164	Taurine catabolism dioxygenase TauD, TfdA family		1.14.11.8
ANI_1_14024	Catalyzes the condensation of formaldehyde and glutathione to S-hydroxymethylglutathione		4.4.1.22
ANI_1_1404014	Peroxin 22-like protein		
ANI_1_1404024	Alpha-1,2-mannosyltransferase (Ktr4)(KTR4)		
ANI_1_1404034	Domain of unknown function (DUF3328)		
ANI_1_1404064			
ANI_1_1404084	FAD binding domain		1.14.13.1
ANI_1_1404104	Animal haem peroxidase		
ANI_1_1404124	Cytochrome c oxidase(cox5)		
ANI_1_1404134	Amino acid permease		
ANI_1_1404144	Sugar (and other) transporter		
ANI_1_1404164	Mitogen-activated protein kinase involved in a signal transduction pathway that is activated by changes in the osmolarity of the extracellular environment. Controls osmotic regulation of transcription of target genes(HOG1)		2.7.11.24
ANI_1_14054	GPI anchored dioxygenase		
ANI_1_1406064	cytochrome P450		1.14.13.176
