Gene	Description	Symbol	EC
TRIREDRAFT_123290	Belongs to the monovalent cation proton antiporter 1 (CPA1) transporter (TC 2.A.36) family(NHX1)		
TRIREDRAFT_123293	ABC transporter transmembrane region		3.6.3.44
TRIREDRAFT_123296	PalH/RIM21(RIM21)		
TRIREDRAFT_123302	G-protein alpha subunit(GPA1)		
TRIREDRAFT_123313	Domain of unknown function (DUF3543)(ATG1)		2.7.11.1
TRIREDRAFT_123321			
TRIREDRAFT_123324	A Receptor for Ubiquitination Targets		
TRIREDRAFT_123325	ZIP Zinc transporter		
TRIREDRAFT_123327			
TRIREDRAFT_123343			
TRIREDRAFT_123344	Histidine Phosphotransfer domain(YPD1)		
TRIREDRAFT_123354	Protein of unknown function (DUF4050)		
TRIREDRAFT_123363	Ulp1 protease family, C-terminal catalytic domain		
TRIREDRAFT_123364	Triose-phosphate Transporter family		
TRIREDRAFT_123368	Carbohydrate-binding module 48 (Isoamylase N-terminal domain)(GLC3)		2.4.1.18
TRIREDRAFT_123382	Coproporphyrinogen III oxidase(HEM13)		1.3.3.3
TRIREDRAFT_123396			
TRIREDRAFT_123408	Actin(ARP3)		
TRIREDRAFT_123422	Domain in Tre-2, BUB2p, and Cdc16p. Probable Rab-GAPs.(GYP1)		
TRIREDRAFT_123426	Sterile alpha motif.		
TRIREDRAFT_123429			
TRIREDRAFT_123431	Belongs to the iron ascorbate-dependent oxidoreductase family		
TRIREDRAFT_123437	Tetratricopeptide repeat		
TRIREDRAFT_123441			
TRIREDRAFT_123445	Fungal specific transcription factor domain		
TRIREDRAFT_123455	D123		
TRIREDRAFT_123456	Glycosyl hydrolase family 65, N-terminal domain(ATH1)		3.2.1.28
TRIREDRAFT_123457	Catalyzes the ATP-dependent amination of UTP to CTP with either L-glutamine or ammonia as the source of nitrogen(URA7)		6.3.4.2
TRIREDRAFT_123459	Belongs to the NiCoT transporter (TC 2.A.52) family		
TRIREDRAFT_123460	Phosphoinositide phospholipase C, Ca2+-dependent		
TRIREDRAFT_123468	Nitronate monooxygenase		1.13.12.16
TRIREDRAFT_123471	HMGL-like(LYS21)		2.3.3.14
TRIREDRAFT_123473	Sugar (and other) transporter(FGR2)		
TRIREDRAFT_123475	CFEM domain		6.2.1.8
TRIREDRAFT_123476			
TRIREDRAFT_123493	The RING-variant domain is a C4HC3 zinc-finger like motif found in a number of cellular and viral proteins. Some of these proteins have been shown both in vivo and in vitro to have ubiquitin E3 ligase activity.		2.3.2.27
TRIREDRAFT_123499	HET-s LopB domain-containing protein		
TRIREDRAFT_123502	Starch/carbohydrate-binding module (family 53)		
TRIREDRAFT_123508			
TRIREDRAFT_123509	Fungal specific transcription factor domain		
TRIREDRAFT_123510			
TRIREDRAFT_123538	Splits internally a 1,3-beta-glucan molecule and transfers the newly generated reducing end (the donor) to the non- reducing end of another 1,3-beta-glucan molecule (the acceptor) forming a 1,3-beta linkage, resulting in the elongation of 1,3- beta-glucan chains in the cell wall(GAS5)		
TRIREDRAFT_123539			
TRIREDRAFT_123540			
TRIREDRAFT_123541	Belongs to the mitochondrial carrier (TC 2.A.29) family		
TRIREDRAFT_123543			
TRIREDRAFT_123550	Indoleamine 2,3-dioxygenase		1.13.11.52
TRIREDRAFT_123551	INO80 complex subunit Ies4		
TRIREDRAFT_123553	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_123554	OTU-like cysteine protease(OTU2)		3.4.19.12
TRIREDRAFT_123556	Opy2 protein		
TRIREDRAFT_123559	Belongs to the ubiquitin-conjugating enzyme family(UBC12)		
TRIREDRAFT_123561	Proprotein convertase P-domain(KEX2)		3.4.21.61
TRIREDRAFT_123562	PhoX homologous domain, present in p47phox and p40phox.(SNX4)		
TRIREDRAFT_123571			
TRIREDRAFT_123572	Platelet-activating factor acetylhydrolase, isoform II		3.1.1.47
TRIREDRAFT_123577	Endoplasmic Reticulum Oxidoreductin 1 (ERO1)(ERO1)		
TRIREDRAFT_123588	SCO1/SenC(SCO1)		
TRIREDRAFT_123598	Nucleoporin complex subunit 54(NUP57)		
TRIREDRAFT_123604	Ribosomal protein S16(MRPS16)		
TRIREDRAFT_123608			
TRIREDRAFT_123611	Amino acid permease		
TRIREDRAFT_123614			
TRIREDRAFT_123616			
TRIREDRAFT_123618	HD domain		
TRIREDRAFT_123619	Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and ADA. SAGA is involved in RNA polymerase II-dependent transcriptional regulation(ADA2)		
TRIREDRAFT_123627	Component of the microsomal membrane bound fatty acid elongation system, which produces the 26-carbon very long-chain fatty acids (VLCFA) from palmitate. Catalyzes the reduction of the 3-ketoacyl-CoA intermediate that is formed in each cycle of fatty acid elongation. VLCFAs serve as precursors for ceramide and sphingolipids		1.1.1.330,1.1.1.62
TRIREDRAFT_123629			
TRIREDRAFT_123631	Saccharopine dehydrogenase C-terminal domain(LYS9)		1.5.1.10,2.5.1.16
TRIREDRAFT_123633	alpha/beta hydrolase fold		2.3.1.31
TRIREDRAFT_123636	WSC domain		
TRIREDRAFT_123639	Beta-1,3-glucanase		
TRIREDRAFT_123648			
TRIREDRAFT_123649			
TRIREDRAFT_123650			
TRIREDRAFT_123655	Belongs to the inositol phosphokinase (IPK) family		2.7.1.140,2.7.1.151,2.7.1.78
TRIREDRAFT_123658			
TRIREDRAFT_123659	cell wall protein		
TRIREDRAFT_123663	Lysin motif		
TRIREDRAFT_123668	Acetyltransferase (GNAT) domain		
TRIREDRAFT_123672	Protein tyrosine kinase		
TRIREDRAFT_123673	NACHT domain		
TRIREDRAFT_123674			
TRIREDRAFT_123675			
TRIREDRAFT_123680			
TRIREDRAFT_123681	Belongs to the short-chain dehydrogenases reductases (SDR) family(AYR1)		1.1.1.101
TRIREDRAFT_123686			
TRIREDRAFT_123687			
TRIREDRAFT_123690	Mago nashi protein		
TRIREDRAFT_123695	ribosomal protein		
TRIREDRAFT_123697	Putative stress-responsive nuclear envelope protein		
TRIREDRAFT_123699	fungal specific transcription factor		
TRIREDRAFT_123702	Sugar (and other) transporter		
TRIREDRAFT_123705	UDP binding domain		1.1.1.22
TRIREDRAFT_123710	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_123713	to developmental regulator medusa		
TRIREDRAFT_123714	Reversible hydration of carbon dioxide		4.2.1.1
TRIREDRAFT_123717	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_123718	Transmembrane amino acid transporter protein		
TRIREDRAFT_123720	Thiolase, N-terminal domain		2.3.1.16
TRIREDRAFT_123723	alpha/beta hydrolase fold		
TRIREDRAFT_123726	Glycosyl hydrolases family 16		
TRIREDRAFT_123729	lactate/malate dehydrogenase, NAD binding domain(MDH1)		1.1.1.37
TRIREDRAFT_123732			
TRIREDRAFT_123733	Heterokaryon incompatibility protein (HET)		
TRIREDRAFT_123735	Heavy-metal-associated domain		
TRIREDRAFT_123738	Arginase family(CAR1)		3.5.3.1
TRIREDRAFT_123740	Putative lipopolysaccharide-modifying enzyme.		
TRIREDRAFT_123753	Ribosomal protein S27a(ubi3)		
TRIREDRAFT_123758	O-methyltransferase that catalyzes the 2 O-methylation steps in the ubiquinone biosynthetic pathway(COQ3)		2.1.1.114,2.1.1.222,2.1.1.64
TRIREDRAFT_123767	Belongs to the AAA ATPase family(VPS4)		
TRIREDRAFT_123771	Acyl-CoA dehydrogenase, C-terminal domain		1.3.8.6
TRIREDRAFT_123773	Belongs to the ubiquitin-conjugating enzyme family(UBC4)		2.3.2.23
TRIREDRAFT_123776			
TRIREDRAFT_123777			
TRIREDRAFT_123779			
TRIREDRAFT_123780	Myb-like DNA-binding domain		
TRIREDRAFT_123786	Condensation domain		
TRIREDRAFT_123787	N-terminal domain of oxidoreductase		
TRIREDRAFT_123795	Amidohydrolase family(DAL1)		3.5.2.5
TRIREDRAFT_123797			
TRIREDRAFT_123801	tRNA synthetases class II (D, K and N)		6.1.1.12
TRIREDRAFT_123805	GTP cyclohydrolase II(RIB1)		3.5.4.25
TRIREDRAFT_123806	Slime mold cyclic AMP receptor		
TRIREDRAFT_123809	Belongs to the major facilitator superfamily. Sugar transporter (TC 2.A.1.1) family(HGT20)		
TRIREDRAFT_123818	Glycosyl hydrolases family 11		3.2.1.8
TRIREDRAFT_123820	Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family		2.6.1.42
TRIREDRAFT_123827	Belongs to the peroxidase family. Peroxidase catalase subfamily(katG)		1.11.1.21
TRIREDRAFT_123831	Protein kinase domain		
TRIREDRAFT_123832	DnaJ central domain(SCJ1)		
TRIREDRAFT_123837	Actin(ARP1)		
TRIREDRAFT_123842			
TRIREDRAFT_123850	Belongs to the eukaryotic ribosomal protein P1 P2 family		
TRIREDRAFT_123860	Not1 N-terminal domain, CCR4-Not complex component(NOT5)		
TRIREDRAFT_123865	Pro-kumamolisin, activation domain		3.4.14.9
TRIREDRAFT_123881	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_123882	Spc97 / Spc98 family		
TRIREDRAFT_123884	Non-catalytic subunit of the queuine tRNA- ribosyltransferase (TGT) that catalyzes the base-exchange of a guanine (G) residue with queuine (Q) at position 34 (anticodon wobble position) in tRNAs with GU(N) anticodons (tRNA-Asp, -Asn, - His and -Tyr), resulting in the hypermodified nucleoside queuosine (7-(((4,5-cis-dihydroxy-2-cyclopenten-1-yl)amino)methyl)-7- deazaguanosine)		2.4.2.29
TRIREDRAFT_123888	Protein of unknown function (DUF4243)		
TRIREDRAFT_123890	Belongs to the TRAFAC class TrmE-Era-EngA-EngB-Septin- like GTPase superfamily. Septin GTPase family(spn4)		
TRIREDRAFT_123900	Belongs to the universal ribosomal protein uS9 family(MRPS9)		
TRIREDRAFT_123902	Elongation factor 1 gamma, conserved domain(TEF4)		
TRIREDRAFT_123903	Family of unknown function (DUF572)(cwf16)		
TRIREDRAFT_123911			
TRIREDRAFT_123914			
TRIREDRAFT_123920	GTPase-activator protein for Rho-like GTPases(rga8)		
TRIREDRAFT_123922	PPIases accelerate the folding of proteins. It catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides(CPR2)		5.2.1.8
TRIREDRAFT_123928			
TRIREDRAFT_123934	Belongs to the TRAFAC class dynamin-like GTPase superfamily. Dynamin Fzo YdjA family(msp1)		
TRIREDRAFT_123940	Fungal-type cellulose-binding domain(cip2)		
TRIREDRAFT_123946	Polysaccharide biosynthesis protein		
TRIREDRAFT_123951	Uncharacterised protein family (UPF0121)(POM33)		
TRIREDRAFT_123955	Cerato-platanin		
TRIREDRAFT_123962			
TRIREDRAFT_123963	Serine-threonine rich protein		
TRIREDRAFT_123965	Muniscin C-terminal mu homology domain(SYP1)		
TRIREDRAFT_123967	Fungal hydrophobin		
TRIREDRAFT_123968	Uncharacterized alpha/beta hydrolase domain (DUF2235)		
TRIREDRAFT_123969	Ribosomal protein S21		
TRIREDRAFT_123974	The coatomer is a cytosolic protein complex that binds to dilysine motifs and reversibly associates with Golgi non- clathrin-coated vesicles, which further mediate biosynthetic protein transport from the ER, via the Golgi up to the trans Golgi network. Coatomer complex is required for budding from Golgi membranes, and is essential for the retrograde Golgi-to-ER transport of dilysine-tagged proteins(SEC27)		
TRIREDRAFT_123976			
TRIREDRAFT_123978	GMC oxidoreductase		1.1.3.13
TRIREDRAFT_123979	Taurine catabolism dioxygenase TauD, TfdA family		1.14.11.17
TRIREDRAFT_123987	Glutathione-dependent formaldehyde-activating enzyme		
TRIREDRAFT_123989	Belongs to the glycosyl hydrolase 7 (cellulase C) family		3.2.1.91
TRIREDRAFT_123992	Pollen allergen		
TRIREDRAFT_123999	Ankyrin repeat		
TRIREDRAFT_124000	Protein kinase domain		
TRIREDRAFT_124001	Serine/threonine phosphatases, family 2C, catalytic domain		3.1.3.43
TRIREDRAFT_124002	OPT oligopeptide transporter protein		
TRIREDRAFT_124007	Heterokaryon incompatibility protein (HET)		
TRIREDRAFT_124010	Belongs to the universal ribosomal protein uL13 family(RPL16A)		
TRIREDRAFT_124016	Hydrolyzes a variety of simple alpha-D-galactoside as well as more complex molecules such as oligosaccharides and polysaccharides(aglC)		3.2.1.22
TRIREDRAFT_124022			
TRIREDRAFT_124030	Phosphoenolpyruvate hydrolase-like		
TRIREDRAFT_124031	Proteasome subunit A N-terminal signature  Add an annotation(PRE9)		3.4.25.1
TRIREDRAFT_124040	FR47-like protein		
TRIREDRAFT_124043	Fungal-type cellulose-binding domain		3.2.1.14
TRIREDRAFT_124051	Serine carboxypeptidase S28		
TRIREDRAFT_124052	Belongs to the histone H2A family(HTZ1)		
TRIREDRAFT_124056	PAP2 superfamily		
TRIREDRAFT_124058	pathway-specific nitrogen regulator		
TRIREDRAFT_124059			
TRIREDRAFT_124061			
TRIREDRAFT_124065	SnoaL-like domain		
TRIREDRAFT_124079	Belongs to the multicopper oxidase family		
TRIREDRAFT_124083			
TRIREDRAFT_124084	Conserved hypothetical protein		
TRIREDRAFT_124092			
TRIREDRAFT_124094	Methyltransferase domain		
TRIREDRAFT_124097	Phenazine biosynthesis-like protein		
TRIREDRAFT_124101	Nuclear transport factor 2 (NTF2) domain(NTF2)		
TRIREDRAFT_124104	Broad-Complex, Tramtrack and Bric a brac		
TRIREDRAFT_124110	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family(rpl8)		
TRIREDRAFT_124113	integral membrane protein		
TRIREDRAFT_124115	Phosphoenolpyruvate carboxykinase(PCK1)		4.1.1.49
TRIREDRAFT_124116	RanGTP-binding protein(YRB30)		
TRIREDRAFT_124117	Plays a complex role in regulating the basal catalytic activity of the alpha subunit(CKB1)		
TRIREDRAFT_124119			
TRIREDRAFT_124132	BRO1-like domain(RIM20)		
TRIREDRAFT_124134			
TRIREDRAFT_124136	Enoyl-(Acyl carrier protein) reductase		
TRIREDRAFT_124141			
TRIREDRAFT_124148	UcrQ family(QCR8)		
TRIREDRAFT_124149	Ribosomal protein L7Ae/L30e/S12e/Gadd45 family		
TRIREDRAFT_124157	Domain of unknown function (DUF4646)		
TRIREDRAFT_124158	FR47-like protein(ARD1)		2.3.1.255
TRIREDRAFT_124169	NAD(P)H-binding		
TRIREDRAFT_124170	Methyltransferase small domain		
TRIREDRAFT_124172	Serine/Threonine protein kinases, catalytic domain(NPKA)		2.7.11.22
TRIREDRAFT_124173			
TRIREDRAFT_124174	U-box domain(cyp8)		5.2.1.8
TRIREDRAFT_124175	Beta-1,3-glucanase		
TRIREDRAFT_124177	Glycine-rich cell wall structural protein 1		
TRIREDRAFT_124179	Belongs to the protein kinase superfamily(PHO85)		2.7.11.1,2.7.11.22
TRIREDRAFT_124181	Tubulin domain(DML1)		
TRIREDRAFT_124187	May be involved in the degradation of misfolded endoplasmic reticulum (ER) luminal proteins		
TRIREDRAFT_124195	Scaffold protein for the de novo synthesis of iron- sulfur (Fe-S) clusters within mitochondria, which is required for maturation of both mitochondrial and cytoplasmic 2Fe-2S and 4Fe-4S proteins(ISU1)		
TRIREDRAFT_124198			
TRIREDRAFT_124202	Fcf2 pre-rRNA processing(fcf2)		
TRIREDRAFT_124205	Tetratricopeptide repeat(TFC4)		6.3.3.1,6.3.4.13
TRIREDRAFT_124206	Ribosomal protein S10p/S20e(RSM10)		6.1.1.2
TRIREDRAFT_124210	Histone H3(HHT1)		
TRIREDRAFT_124222	CAAX protease self-immunity(RCE1)		
TRIREDRAFT_124223	serine-rich protein		
TRIREDRAFT_124228	Chitin synthase(chsD)		2.4.1.16
TRIREDRAFT_124234	Adenylate cyclase associated (CAP) N terminal(SRV2)		
TRIREDRAFT_124246			
TRIREDRAFT_124249			
TRIREDRAFT_124256	Cytoplasmic phospholipase A2, catalytic subunit(PLB1)		3.1.1.5
TRIREDRAFT_124259			
TRIREDRAFT_124260			
TRIREDRAFT_124277			
TRIREDRAFT_124278	EXS family(ERD1)		
TRIREDRAFT_124282	Domain of unknown function (DUF1929)		1.2.3.15
TRIREDRAFT_124283	SET (Su(var)3-9, Enhancer-of-zeste, Trithorax) domain		
TRIREDRAFT_124285	snRNP Sm proteins(smd1)		
TRIREDRAFT_124286	CCAAT-Binding transcription Factor(HAP2)		
TRIREDRAFT_124288			
TRIREDRAFT_124293			
TRIREDRAFT_124295	CFEM domain		
TRIREDRAFT_124296	Redoxin		
TRIREDRAFT_124299	NACHT domain		
TRIREDRAFT_124301	Core histone H2A/H2B/H3/H4(HAP5)		
TRIREDRAFT_124302	cheY-homologous receiver domain(MgSsk1)		
TRIREDRAFT_124304	Belongs to the bacterial ribosomal protein bL17 family(mrpl8)		
TRIREDRAFT_124306	DNL zinc finger		
TRIREDRAFT_124314	Ribosomal protein L19e		
TRIREDRAFT_124317	XRN 5'-3' exonuclease N-terminus(RAT1)		
TRIREDRAFT_124319	Belongs to the class-I aminoacyl-tRNA synthetase family(MSM1)		6.1.1.10
TRIREDRAFT_124320	MafB19-like deaminase(TAD2)		
TRIREDRAFT_124321	Uncharacterized conserved protein (DUF2075)		3.6.4.13
TRIREDRAFT_124322	RF-1 domain		
TRIREDRAFT_124327	MFS/sugar transport protein		
TRIREDRAFT_124330	Mitochondrial large subunit ribosomal protein (Img2)(img2)		
TRIREDRAFT_124331	Protein of unknown function (DUF890)		
TRIREDRAFT_124332	Belongs to the class-I aminoacyl-tRNA synthetase family(MSE1)		6.1.1.17
TRIREDRAFT_124333	Translation initiation factor 1A / IF-1		
TRIREDRAFT_124338			
TRIREDRAFT_124339	Ribosomal protein L33		
TRIREDRAFT_124340	Adenylyl- / guanylyl cyclase, catalytic domain		4.6.1.1
TRIREDRAFT_124341	high mobility group		
TRIREDRAFT_124343	Cutinase gene palindrome-binding protein		
TRIREDRAFT_1673	Belongs to the eukaryotic initiation factor 4E family		
TRIREDRAFT_1679	Fungal protein of unknown function (DUF2011)		
TRIREDRAFT_1683	Domain of unknown function (DUF3384)(TSC2)		
TRIREDRAFT_1692	Ribosomal protein L23(MRP20)		
TRIREDRAFT_1702	DNA polymerase phi(POL5)		2.7.7.7
TRIREDRAFT_1735	Tho complex subunit 7		
TRIREDRAFT_1737	Sel1-like repeats.		
TRIREDRAFT_1751	Phenol hydroxylase, C-terminal dimerisation domain		
TRIREDRAFT_1766			
TRIREDRAFT_1777			
TRIREDRAFT_1818	Life-span regulatory factor		
TRIREDRAFT_1847	Tetratricopeptide repeat(CTR9)		
TRIREDRAFT_1857	Pfam:DUF1762		
TRIREDRAFT_1879	Domain always found downstream of DENN domain, found in a variety of signalling proteins		
TRIREDRAFT_1885	Starch binding domain		3.2.1.3
TRIREDRAFT_1912	Eukaryotic integral membrane protein (DUF1751)		
TRIREDRAFT_1925	Ceramide hydroxylase involved in the alpha-hydroxylation of sphingolipid-associated very long chain fatty acids. Hydroxylates the very long chain fatty acid of ceramides at C2 and C3(SCS7)		1.14.18.6
TRIREDRAFT_1927	von Willebrand factor (vWF) type A domain		
TRIREDRAFT_1935	Domain found in a variety of signalling proteins, always encircled by uDENN and dDENN		
TRIREDRAFT_1941	Myb-like DNA-binding domain		
TRIREDRAFT_19432	Belongs to the Ca(2 ) cation antiporter (CaCA) (TC 2.A.19) family		
TRIREDRAFT_1947	Skp1 family, tetramerisation domain(ELC1)		
TRIREDRAFT_1949	Appr-1'-p processing enzyme		
TRIREDRAFT_1958	TPR repeat		
TRIREDRAFT_1959	Haloacid dehalogenase-like hydrolase		3.1.3.96
TRIREDRAFT_1960	Transcription regulator		
TRIREDRAFT_1977	Transferrin receptor-like dimerisation domain		3.4.17.21
TRIREDRAFT_1983	Translation machinery-associated protein 20		
TRIREDRAFT_1992	HD domain		
TRIREDRAFT_1993	Aldehyde dehydrogenase family(PRO2)		1.2.1.41
TRIREDRAFT_1997	Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family		2.8.3.13
TRIREDRAFT_1999			
TRIREDRAFT_2015	Acetyltransferase (GNAT) domain		
TRIREDRAFT_2033	lysr family regulatory protein		
TRIREDRAFT_2036	Dihydrodipicolinate synthetase family		4.1.2.53,4.1.3.16
TRIREDRAFT_2038	Iron-containing alcohol dehydrogenase		
TRIREDRAFT_2044	Carboxylesterase family		
TRIREDRAFT_2050	Eukaryotic translation initiation factor 4G1		
TRIREDRAFT_2068	Major Facilitator Superfamily		
TRIREDRAFT_2071	tail-anchored membrane protein insertion into ER membrane		
TRIREDRAFT_2076	Voltage-dependent anion channel(SSU1)		
TRIREDRAFT_2087	3' exoribonuclease family, domain 1		
TRIREDRAFT_2089	N terminus of Rad21 / Rec8 like protein(rec8)		
TRIREDRAFT_2091	Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis(PFK1)		2.7.1.11
TRIREDRAFT_2095	DNA polymerase type-B family(POL3)		2.7.7.7
TRIREDRAFT_2096	GAL4-like Zn(II)2Cys6 (or C6 zinc) binuclear cluster DNA-binding domain		
TRIREDRAFT_2100	Protein trafficking PGA2		
TRIREDRAFT_2108	SAC3/GANP family(SAC3)		
TRIREDRAFT_21117	Belongs to the importin alpha family(cut15)		
TRIREDRAFT_21120	CoA-transferase family III		5.1.99.4
TRIREDRAFT_21129			
TRIREDRAFT_21135			
TRIREDRAFT_21150	zinc finger		
TRIREDRAFT_21152	Leo1-like protein		
TRIREDRAFT_21166	pre-mRNA processing factor 4 (PRP4) like		
TRIREDRAFT_21168	Belongs to the protein kinase superfamily(MKK1)		2.7.12.2
TRIREDRAFT_21170	Belongs to the eukaryotic ribosomal protein eS12 family(RPS12)		
TRIREDRAFT_21174	Myb DNA-binding like		
TRIREDRAFT_21176	U3 snoRNA associated		
TRIREDRAFT_21181	Cdc37 C terminal domain(CDC37)		
TRIREDRAFT_21193	Belongs to the mitochondrial carrier (TC 2.A.29) family		
TRIREDRAFT_21198	Nucleotide hydrolase		
TRIREDRAFT_21211	FORKHEAD(HCM1)		
TRIREDRAFT_21214	Vps5 C terminal like(ATG20)		
TRIREDRAFT_21215	PHD-finger		
TRIREDRAFT_21221	Zinc-ribbon like family		
TRIREDRAFT_21226	Serine threonine-protein kinase ppk6		
TRIREDRAFT_21246	Ubiquitin fusion degradation protein UFD1(UFD1)		
TRIREDRAFT_21249			
TRIREDRAFT_2125	6-phosphofructo-2-kinase		2.7.1.105,3.1.3.46
TRIREDRAFT_21250	DNA helicase participates in several chromatin remodeling complexes, including the SWR1 and the INO80 complexes(RVB2)		3.6.4.12
